id,company_id,name,is_active,created_at
108,37,Rent,True,2026-04-24 00:04:41.195928+00:00
109,38,Goods,True,2026-04-24 00:04:41.195930+00:00
110,38,Commission,True,2026-04-24 00:04:41.195931+00:00
111,38,Contract,True,2026-04-24 00:04:41.195932+00:00
112,38,Other,True,2026-04-24 00:04:41.195933+00:00
113,38,Service,True,2026-04-24 00:04:41.195934+00:00
114,38,Rent,True,2026-04-24 00:04:41.195935+00:00
115,47,Goods,True,2026-04-24 00:04:41.195936+00:00
116,47,Commission,True,2026-04-24 00:04:41.195937+00:00
117,47,Contract,True,2026-04-24 00:04:41.195938+00:00
118,47,Other,True,2026-04-24 00:04:41.195939+00:00
119,47,Service,True,2026-04-24 00:04:41.195940+00:00
120,47,Rent,True,2026-04-24 00:04:41.195941+00:00
121,14,Goods,True,2026-04-24 00:04:41.195942+00:00
122,14,Commission,True,2026-04-24 00:04:41.195943+00:00
123,14,Contract,True,2026-04-24 00:04:41.195944+00:00
124,14,Other,True,2026-04-24 00:04:41.195945+00:00
126,14,Service,True,2026-04-24 00:04:41.195947+00:00
127,14,Rent,True,2026-04-24 00:04:41.195948+00:00
128,14,goods,True,2026-04-24 00:04:41.195949+00:00
129,39,Goods,True,2026-04-24 00:04:41.195950+00:00
130,39,Commission,True,2026-04-24 00:04:41.195951+00:00
131,39,Contract,True,2026-04-24 00:04:41.195952+00:00
132,39,Other,True,2026-04-24 00:04:41.195953+00:00
133,39,Service,True,2026-04-24 00:04:41.195954+00:00
134,39,Rent,True,2026-04-24 00:04:41.195955+00:00
135,27,Goods,True,2026-04-24 00:04:41.195957+00:00
136,27,Commission,True,2026-04-24 00:04:41.195958+00:00
137,27,Contract,True,2026-04-24 00:04:41.195959+00:00
138,27,Other,True,2026-04-24 00:04:41.195960+00:00
139,27,Service,True,2026-04-24 00:04:41.195961+00:00
140,27,Rent,True,2026-04-24 00:04:41.195962+00:00
141,28,Goods,True,2026-04-24 00:04:41.195963+00:00
142,28,Commission,True,2026-04-24 00:04:41.195964+00:00
143,28,Contract,True,2026-04-24 00:04:41.195965+00:00
144,28,Other,True,2026-04-24 00:04:41.195966+00:00
145,28,Service,True,2026-04-24 00:04:41.195967+00:00
146,28,Rent,True,2026-04-24 00:04:41.195968+00:00
147,6,Goods,True,2026-04-24 00:04:41.195969+00:00
148,6,Commission,True,2026-04-24 00:04:41.195970+00:00
149,6,Contract,True,2026-04-24 00:04:41.195971+00:00
150,6,Other,True,2026-04-24 00:04:41.195972+00:00
151,6,Service,True,2026-04-24 00:04:41.195973+00:00
152,6,Rent,True,2026-04-24 00:04:41.195974+00:00
153,31,Goods,True,2026-04-24 00:04:41.195975+00:00
154,31,Commission,True,2026-04-24 00:04:41.195976+00:00
155,31,Contract,True,2026-04-24 00:04:41.195977+00:00
156,31,Other,True,2026-04-24 00:04:41.195978+00:00
157,31,Service,True,2026-04-24 00:04:41.195979+00:00
158,31,Rent,True,2026-04-24 00:04:41.195980+00:00
159,18,Goods,True,2026-04-24 00:04:41.195981+00:00
160,18,Commission,True,2026-04-24 00:04:41.195982+00:00
161,18,Contract,True,2026-04-24 00:04:41.195983+00:00
162,18,Other,True,2026-04-24 00:04:41.195984+00:00
163,18,Service,True,2026-04-24 00:04:41.195985+00:00
164,18,Rent,True,2026-04-24 00:04:41.195986+00:00
165,32,Goods,True,2026-04-24 00:04:41.195987+00:00
166,32,Commission,True,2026-04-24 00:04:41.195989+00:00
167,32,Contract,True,2026-04-24 00:04:41.195990+00:00
168,32,Other,True,2026-04-24 00:04:41.195991+00:00
169,32,Service,True,2026-04-24 00:04:41.195992+00:00
170,32,Rent,True,2026-04-24 00:04:41.195993+00:00
171,33,Goods,True,2026-04-24 00:04:41.195994+00:00
172,33,Commission,True,2026-04-24 00:04:41.195995+00:00
173,33,Contract,True,2026-04-24 00:04:41.195996+00:00
174,33,Other,True,2026-04-24 00:04:41.195997+00:00
175,33,Service,True,2026-04-24 00:04:41.195998+00:00
176,33,Rent,True,2026-04-24 00:04:41.195999+00:00
177,42,Goods,True,2026-04-24 00:04:41.196000+00:00
178,42,Commission,True,2026-04-24 00:04:41.196001+00:00
179,42,Contract,True,2026-04-24 00:04:41.196002+00:00
180,42,Other,True,2026-04-24 00:04:41.196003+00:00
181,42,Service,True,2026-04-24 00:04:41.196004+00:00
182,42,Rent,True,2026-04-24 00:04:41.196005+00:00
125,14,service,False,2026-04-24 00:04:41.195946+00:00
