id,template_id,menu_id,group_name,group_order,item_order,parent_id,is_sidebar_visible
10037,4,7,Sales,10,100.0,,True
10038,4,8,Sales,10,100.0,,True
10039,4,9,Purchases,10,100.0,,True
8773,11,105,General,5,100.0,,True
5541,1,33,Setup,10,20.0,,True
1,1,1,Master,20,,,True
2,1,2,Master,20,,,True
3,1,3,Master,20,,,True
4,1,4,Master,20,,,True
1771,3,1,Master,20,,,True
1772,3,2,Master,20,,,True
1773,3,3,Master,20,,,True
1774,3,4,Master,20,,,True
1775,3,5,Voucher,10,,,True
1776,3,6,Voucher,10,,,True
1777,3,7,Voucher,10,,,True
1778,3,8,Voucher,10,,,True
1779,3,9,Voucher,10,,,True
1780,3,10,Voucher,10,,,True
1781,3,11,Voucher,10,,,True
1782,3,12,Master,20,,,True
1783,3,13,Master,20,,,True
1784,3,14,Master,20,,,True
1785,3,15,Reports,30,,,True
1786,3,16,Reports,30,,,True
1787,3,17,Reports,30,,,True
1788,3,18,Reports,30,,,True
1789,3,19,Reports,30,,,True
1790,3,20,Reports,30,,,True
1791,3,21,Reports,30,,,True
1792,3,22,Reports,30,,,True
1793,3,23,Reports,30,,,True
1794,3,24,POS,15,,,True
1795,3,28,Master,20,,,True
1796,3,30,Settings,20,,,True
1797,3,31,Settings,20,,,True
1799,3,33,Setup,10,,,True
1800,3,34,Setup,10,,,True
1801,3,35,Voucher,10,,,True
1802,3,36,Master,20,,,True
1803,3,37,Master,20,,,True
1804,3,38,Voucher,10,,,True
1805,3,39,Master,20,,,True
1806,3,40,Master,20,,,True
10040,4,10,Purchases,10,100.0,,True
10041,4,11,Purchases,10,100.0,,True
10042,4,12,Inventory,22,100.0,,True
10043,4,13,Inventory,22,100.0,,True
10044,4,14,Inventory,22,100.0,,True
10045,4,15,Reports,30,100.0,,True
10046,4,16,Reports,30,100.0,,True
10047,4,17,Reports,30,100.0,,True
10048,4,18,Reports,30,100.0,,True
10049,4,19,Reports,30,100.0,,True
10050,4,20,Reports,30,100.0,,True
10051,4,21,Reports,30,100.0,,True
10052,4,22,Reports,30,100.0,,True
10053,4,23,Reports,30,100.0,,True
10054,4,24,POS,15,100.0,,True
10055,4,28,Accounting,20,100.0,,True
10056,4,29,Settings,20,100.0,,True
10057,4,30,Settings,20,100.0,,True
3471,2,32,General,5,,,False
3519,2,122,System Shell,40,,,False
4001,1,93,Delivery,26,,,True
4002,1,94,Delivery,26,,,True
4003,1,95,Delivery,26,,,True
4004,1,96,Performance,27,,,True
4005,1,97,General,5,,,True
4006,1,98,Performance,27,,,True
3520,2,123,System Shell,40,,,False
3521,2,124,System Shell,40,,,False
6431,16,9,Purchases,10,100.0,,True
6432,16,10,Purchases,10,100.0,,True
6433,16,11,Purchases,10,100.0,,True
4007,1,99,Resources,28,,,True
4008,1,100,Resources,28,,,True
4009,1,101,Resources,28,,,True
6434,16,12,Transaction,20,100.0,,True
6435,16,20,General,30,100.0,,True
6436,16,21,General,30,100.0,,True
6437,16,28,Setup,20,100.0,,True
6438,16,38,Purchases,10,100.0,132.0,True
6439,16,47,Setup,20,100.0,,True
6440,16,48,Setup,20,100.0,,True
6441,16,85,Setup,20,100.0,,True
6442,16,86,Transaction,15,100.0,,True
6443,16,88,POS,15,100.0,,True
6444,16,115,General,5,100.0,,True
6445,16,135,General,20,100.0,,True
6446,16,136,General,20,100.0,,True
1798,3,32,General,5,,,False
4226,10,122,System Shell,40,,,False
4227,10,123,System Shell,40,,,False
4228,10,124,System Shell,40,,,False
2024,8,32,General,5,,,False
4379,8,124,System Shell,40,,,False
8774,11,106,General,5,100.0,,True
8775,11,107,General,5,100.0,,True
8776,11,108,General,5,100.0,,True
8777,11,109,General,5,100.0,,True
8778,11,110,General,5,100.0,,True
8779,11,111,General,5,100.0,,True
8780,11,112,General,5,100.0,,True
8781,11,113,General,5,100.0,,True
8782,11,114,General,5,100.0,,True
8783,11,115,General,5,100.0,,True
8784,11,116,General,5,100.0,,True
8785,11,117,General,5,100.0,,True
8786,11,118,General,5,100.0,,True
10058,4,31,Settings,20,100.0,,True
10059,4,33,Setup,10,100.0,,True
10060,4,34,Setup,10,100.0,,True
9088,9,166,Payroll,25,93.0,92.0,True
9089,11,165,Payroll,25,92.0,92.0,True
9090,7,166,Payroll,25,93.0,92.0,True
9091,6,165,Payroll,25,92.0,92.0,True
9092,2,165,Payroll,25,92.0,92.0,True
9093,3,166,Payroll,25,93.0,92.0,True
9094,8,167,Payroll,25,94.0,92.0,True
9095,12,165,Payroll,25,92.0,92.0,True
9096,10,165,Payroll,25,92.0,92.0,True
9097,1,166,Payroll,25,93.0,92.0,True
9098,13,166,Payroll,25,93.0,92.0,True
9099,2,167,Payroll,25,94.0,92.0,True
9100,6,167,Payroll,25,94.0,92.0,True
9101,12,167,Payroll,25,94.0,92.0,True
9102,10,167,Payroll,25,94.0,92.0,True
9103,5,166,Payroll,25,93.0,92.0,True
9104,8,165,Payroll,25,92.0,92.0,True
9105,16,166,Payroll,25,93.0,92.0,True
9106,15,166,Payroll,25,93.0,92.0,True
9107,11,167,Payroll,25,94.0,92.0,True
10061,4,35,Sales,10,100.0,,True
9109,12,166,Payroll,25,93.0,92.0,True
9110,10,166,Payroll,25,93.0,92.0,True
9111,5,167,Payroll,25,94.0,92.0,True
9112,1,167,Payroll,25,94.0,92.0,True
9113,3,165,Payroll,25,92.0,92.0,True
9114,13,167,Payroll,25,94.0,92.0,True
9115,2,166,Payroll,25,93.0,92.0,True
9116,6,166,Payroll,25,93.0,92.0,True
10062,4,38,Purchases,10,100.0,,True
9118,7,165,Payroll,25,92.0,92.0,True
9119,15,167,Payroll,25,94.0,92.0,True
9120,11,166,Payroll,25,93.0,92.0,True
9121,16,167,Payroll,25,94.0,92.0,True
9122,9,165,Payroll,25,92.0,92.0,True
9123,7,167,Payroll,25,94.0,92.0,True
10063,4,41,Inventory,22,100.0,,True
9125,15,165,Payroll,25,92.0,92.0,True
9126,9,167,Payroll,25,94.0,92.0,True
9127,16,165,Payroll,25,92.0,92.0,True
9128,8,166,Payroll,25,93.0,92.0,True
9129,5,165,Payroll,25,92.0,92.0,True
9130,13,165,Payroll,25,92.0,92.0,True
9131,3,167,Payroll,25,94.0,92.0,True
9132,1,165,Payroll,25,92.0,92.0,True
9133,12,340,Manufacturing,23,230.0,340.0,True
10064,4,42,Inventory,20,100.0,,True
9135,1,351,Manufacturing,23,241.0,340.0,True
9136,10,340,Manufacturing,23,230.0,340.0,True
9137,15,349,Manufacturing,23,239.0,340.0,True
9138,11,346,Manufacturing,23,236.0,340.0,True
10065,4,43,Reports,20,100.0,,True
2021,7,1,Master,20,,,True
2948,9,51,Settings,20,,,True
5723,12,32,General,5,10.0,,False
5548,10,33,Setup,10,20.0,,True
6271,6,1,Uncategorized,1,10.0,129.0,True
6272,6,2,Uncategorized,1,20.0,129.0,True
6273,6,3,Uncategorized,1,30.0,129.0,True
6274,6,4,Uncategorized,1,40.0,129.0,True
6275,6,5,Voucher,10,41.0,,True
6276,6,6,Voucher,10,11.0,,True
5720,12,12,Master,20,61.0,,True
5721,12,13,Master,20,62.0,,True
5722,12,14,Master,20,64.0,,True
5724,12,33,Setup,10,20.0,,True
5725,12,50,Master,20,63.0,,True
5549,9,33,Setup,10,20.0,,True
5550,8,33,Setup,10,20.0,,True
5551,7,33,Setup,10,20.0,,True
5726,12,51,Settings,20,900.0,,True
5727,12,52,Settings,20,901.0,,True
6277,6,7,Voucher,10,43.0,,True
6278,6,8,Voucher,10,42.0,,True
6279,6,9,Voucher,10,51.0,,True
6280,6,10,Voucher,10,53.0,,True
5732,12,122,System Shell,40,204.0,,False
5733,12,123,System Shell,40,205.0,,False
5734,12,124,System Shell,40,206.0,,False
10066,4,44,Reports,30,100.0,,True
2920,1,41,Master,20,,,True
2921,1,13,Master,20,,,True
2927,3,51,Settings,20,,,True
2928,3,52,Settings,20,,,True
10067,4,45,Reports,30,100.0,,True
10068,4,46,Reports,30,100.0,,True
10069,4,47,Accounting,20,100.0,,True
10070,4,48,Accounting,20,100.0,,True
10071,4,49,Reports,30,100.0,,True
10072,4,50,Inventory,22,100.0,,True
9139,13,352,Manufacturing,23,242.0,340.0,True
9140,9,344,Manufacturing,23,234.0,340.0,True
9141,5,350,Manufacturing,23,240.0,340.0,True
9142,11,348,Manufacturing,23,238.0,340.0,True
9143,3,347,Manufacturing,23,237.0,340.0,True
9144,15,341,Manufacturing,23,231.0,340.0,True
9145,1,352,Manufacturing,23,242.0,340.0,True
9146,7,345,Manufacturing,23,235.0,340.0,True
10073,4,51,Settings,20,100.0,,True
9148,13,351,Manufacturing,23,241.0,340.0,True
9149,3,342,Manufacturing,23,232.0,340.0,True
9150,16,349,Manufacturing,23,239.0,340.0,True
9151,1,350,Manufacturing,23,240.0,340.0,True
9152,5,352,Manufacturing,23,242.0,340.0,True
9153,7,344,Manufacturing,23,234.0,340.0,True
9154,6,340,Manufacturing,23,230.0,340.0,True
9155,13,350,Manufacturing,23,240.0,340.0,True
9156,2,340,Manufacturing,23,230.0,340.0,True
9157,9,345,Manufacturing,23,235.0,340.0,True
9158,5,351,Manufacturing,23,241.0,340.0,True
5728,12,69,Master,20,65.0,,True
5729,12,89,Tasks,20,100.0,,True
5730,12,90,Tasks,20,100.0,,True
5731,12,91,Tasks,20,100.0,,True
9159,16,341,Manufacturing,23,231.0,340.0,True
9160,12,346,Manufacturing,23,236.0,340.0,True
10074,4,52,Settings,20,100.0,,True
9162,3,344,Manufacturing,23,234.0,340.0,True
9163,10,346,Manufacturing,23,236.0,340.0,True
9164,15,350,Manufacturing,23,240.0,340.0,True
9165,11,340,Manufacturing,23,230.0,340.0,True
9166,5,341,Manufacturing,23,231.0,340.0,True
9167,16,351,Manufacturing,23,241.0,340.0,True
9168,5,349,Manufacturing,23,239.0,340.0,True
9169,9,342,Manufacturing,23,232.0,340.0,True
9170,12,348,Manufacturing,23,238.0,340.0,True
9171,10,348,Manufacturing,23,238.0,340.0,True
9172,9,347,Manufacturing,23,237.0,340.0,True
9173,16,352,Manufacturing,23,242.0,340.0,True
9174,16,350,Manufacturing,23,240.0,340.0,True
9175,15,351,Manufacturing,23,241.0,340.0,True
9176,1,349,Manufacturing,23,239.0,340.0,True
2025,9,36,Voucher,10,41.0,,True
2026,9,45,Reports,30,211.0,,True
10075,4,53,Settings,20,100.0,,True
9178,2,348,Manufacturing,23,238.0,340.0,True
9179,13,341,Manufacturing,23,231.0,340.0,True
9180,6,348,Manufacturing,23,238.0,340.0,True
9181,6,346,Manufacturing,23,236.0,340.0,True
10076,4,54,Settings,20,100.0,,True
10077,4,55,Settings,20,100.0,,True
10078,4,56,Tasks,20,100.0,,True
10079,4,57,POS,15,100.0,,True
2937,10,41,Master,20,,,True
2938,10,13,Master,20,,,False
2939,10,14,Master,20,,,True
2940,10,50,Master,20,,,True
2941,10,51,Settings,20,,,True
2942,10,69,Master,20,,,True
2943,10,52,Settings,20,,,True
2944,9,41,Master,20,,,True
2945,9,13,Master,20,,,True
2946,9,14,Master,20,,,True
2947,9,50,Master,20,,,True
2949,9,69,Master,20,,,True
2950,9,52,Settings,20,,,True
2951,8,41,Master,20,,,True
2952,8,13,Master,20,,,True
2953,8,14,Master,20,,,True
2954,8,50,Master,20,,,True
2955,8,51,Settings,20,,,True
2956,8,69,Master,20,,,True
2957,8,52,Settings,20,,,True
2958,7,41,Master,20,,,True
2959,7,13,Master,20,,,True
2960,7,14,Master,20,,,True
2961,7,50,Master,20,,,True
2962,7,51,Settings,20,,,True
2963,7,69,Master,20,,,True
2964,7,52,Settings,20,,,True
4071,1,122,System Shell,40,,,False
4072,1,123,System Shell,40,,,False
4073,1,124,System Shell,40,,,False
6281,6,11,Voucher,10,52.0,,True
6282,6,12,Master,20,61.0,,True
6283,6,13,Master,20,62.0,,True
6284,6,14,Master,20,64.0,,True
6285,6,15,Reports,30,10.0,,True
6286,6,16,Reports,30,20.0,,True
6287,6,17,Reports,30,30.0,,True
6288,6,18,Reports,30,40.0,,True
6289,6,19,Reports,30,206.0,,True
6290,6,20,Reports,30,60.0,,True
6291,6,21,Reports,30,70.0,,True
6292,6,22,Reports,30,80.0,,True
6293,6,23,Reports,30,90.0,,True
6294,6,24,POS,15,46.0,,True
6295,6,28,Master,20,106.0,,True
6296,6,30,Settings,20,904.0,,True
6297,6,31,Settings,20,906.0,,True
6299,6,33,Setup,10,20.0,,True
6300,6,34,Setup,10,30.0,,True
6301,6,35,Voucher,10,40.0,,True
6302,6,36,Master,20,41.0,,True
6303,6,37,Master,20,42.0,,True
6304,6,38,Voucher,10,50.0,,True
6305,6,39,Master,20,51.0,,True
6306,6,40,Master,20,52.0,,True
6307,6,41,Master,20,60.0,,True
6308,6,42,Master,20,61.0,,True
6309,6,43,Master,20,200.0,,True
6310,6,44,Reports,30,210.0,,True
6311,6,45,Reports,30,211.0,,True
6312,6,46,Reports,30,212.0,,True
6313,6,47,Uncategorized,1,100.0,129.0,True
6314,6,48,Uncategorized,1,101.0,129.0,True
6315,6,49,Reports,30,213.0,,True
6316,6,50,Master,20,63.0,,True
6317,6,51,Settings,20,900.0,,True
6318,6,52,Settings,20,901.0,,True
6319,6,53,Settings,20,905.0,,True
6320,6,54,Settings,20,902.0,,True
6321,6,55,Settings,20,903.0,,True
6322,6,56,Master,20,70.0,,True
6323,6,57,POS,15,45.0,,True
6324,6,58,General,5,81.0,,True
6325,6,59,Payroll,25,82.0,,True
6326,6,60,Payroll,25,83.0,,True
6327,6,61,Payroll,25,84.0,,True
6328,6,62,Payroll,25,85.0,,True
6329,6,63,Payroll,25,86.0,,True
6330,6,65,Payroll,25,87.0,,True
6331,6,66,Payroll,25,88.0,,True
6332,6,68,Payroll,25,89.0,,True
6333,6,69,Master,20,65.0,,True
6334,6,70,Master,20,66.0,,True
6335,6,76,Settings,20,909.0,,True
6336,6,77,Reports,30,218.0,,True
6337,6,78,Reports,30,220.0,,True
6338,6,81,Reports,30,219.0,,True
6339,6,82,Reports,30,221.0,,True
6340,6,83,Reports,30,222.0,,True
6341,6,84,Reports,30,223.0,,True
6342,6,85,Uncategorized,1,105.0,129.0,True
6343,6,86,POS,15,47.0,,True
6344,6,88,POS,15,48.0,,True
6345,6,89,Master,20,71.0,,True
4066,1,120,System Shell,40,,,True
4067,1,105,General,5,,,True
4068,1,106,General,5,,,True
4069,1,107,General,5,,,True
4070,1,121,System Shell,40,,,True
6346,6,90,Master,20,72.0,,True
6347,6,91,Master,20,73.0,,True
6348,6,92,Payroll,25,80.0,,True
6349,6,93,Delivery,26,75.0,,True
6350,6,94,Delivery,26,76.0,,True
6351,6,95,Delivery,26,77.0,,True
6352,6,96,Performance,27,85.0,,True
6353,6,97,General,5,86.0,,True
6354,6,98,Performance,27,87.0,,True
6355,6,99,Resources,28,95.0,,True
6298,6,32,General,5,10.0,,False
10080,4,58,Payroll,5,100.0,,True
9182,13,349,Manufacturing,23,239.0,340.0,True
9183,2,346,Manufacturing,23,236.0,340.0,True
9184,7,342,Manufacturing,23,232.0,340.0,True
9185,1,341,Manufacturing,23,231.0,340.0,True
9186,15,352,Manufacturing,23,242.0,340.0,True
10081,4,59,Payroll,25,100.0,,True
9188,7,347,Manufacturing,23,237.0,340.0,True
9189,3,345,Manufacturing,23,235.0,340.0,True
9190,8,343,Manufacturing,23,233.0,340.0,True
9191,8,346,Manufacturing,23,236.0,340.0,True
9192,16,342,Manufacturing,23,232.0,340.0,True
9193,6,343,Manufacturing,23,233.0,340.0,True
9194,16,347,Manufacturing,23,237.0,340.0,True
9195,13,344,Manufacturing,23,234.0,340.0,True
9196,2,343,Manufacturing,23,233.0,340.0,True
9197,9,352,Manufacturing,23,242.0,340.0,True
9198,7,350,Manufacturing,23,240.0,340.0,True
10082,4,60,Payroll,25,100.0,,True
10083,4,61,Payroll,25,100.0,,True
10084,4,62,Payroll,25,100.0,,True
10085,4,63,Payroll,25,100.0,,True
4074,1,125,System Shell,40,,,True
4075,1,126,System Shell,40,,,True
4076,1,54,Settings,20,,,True
3524,3,93,Delivery,26,,,True
3525,3,94,Delivery,26,,,True
3526,3,95,Delivery,26,,,True
3527,3,96,Performance,27,,,True
3528,3,97,General,5,,,True
3529,3,98,Performance,27,,,True
3530,3,99,Resources,28,,,True
3531,3,100,Resources,28,,,True
3532,3,101,Resources,28,,,True
3533,3,103,Dashboard Analytics,5,,,True
3534,3,104,Dashboard Analytics,5,,,True
3535,3,55,Settings,20,,,True
3536,3,108,General,5,,,True
3537,3,109,General,5,,,True
3538,3,110,General,5,,,True
4011,1,32,General,5,,,False
10086,4,64,Payroll,25,100.0,,True
10087,4,65,Payroll,25,100.0,,True
10088,4,66,Payroll,25,100.0,,True
10089,4,67,Payroll,25,100.0,,True
10090,4,68,Payroll,25,100.0,,True
6356,6,100,Resources,28,96.0,,True
6357,6,101,Resources,28,97.0,,True
6358,6,102,Reports,30,205.0,,True
6359,6,103,Dashboard Analytics,5,5.0,,True
6360,6,104,Dashboard Analytics,5,6.0,,True
6361,6,105,General,5,1.0,,True
5,2,1,Master,20,,,True
6,2,2,Master,20,,,True
7,2,3,Master,20,,,True
8,2,4,Master,20,,,True
9,2,5,Voucher,10,,,True
10,2,7,Voucher,10,,,True
11,2,8,Voucher,10,,,True
12,2,9,Voucher,10,,,True
13,2,10,Voucher,10,,,True
14,2,11,Voucher,10,,,True
15,2,12,Master,20,,,True
16,2,13,Master,20,,,True
17,2,14,Master,20,,,True
18,2,16,Reports,30,,,True
19,2,19,Reports,30,,,True
20,2,20,Reports,30,,,True
21,2,21,Reports,30,,,True
22,2,28,Master,20,,,True
23,2,35,Voucher,10,,,True
24,2,36,Master,20,,,True
25,2,37,Master,20,,,True
26,2,38,Voucher,10,,,True
27,2,39,Master,20,,,True
28,2,40,Master,20,,,True
29,2,41,Master,20,,,True
30,2,42,Master,20,,,True
31,2,43,Master,20,,,True
32,2,47,Master,20,,,True
33,2,48,Master,20,,,True
34,2,49,Reports,30,,,True
35,2,50,Master,20,,,True
2917,2,51,Settings,20,,,True
2918,2,69,Master,20,,,True
2919,2,52,Settings,20,,,True
3462,2,93,Delivery,26,,,True
3463,2,94,Delivery,26,,,True
3464,2,95,Delivery,26,,,True
3465,2,96,Performance,27,,,True
3466,2,97,General,5,,,True
6362,6,106,General,5,2.0,,True
6363,6,107,General,5,3.0,,True
6364,6,108,General,5,4.0,,True
6365,6,109,General,5,5.0,,True
6366,6,110,General,5,6.0,,True
6367,6,111,General,5,7.0,,True
3467,2,98,Performance,27,,,True
3468,2,99,Resources,28,,,True
3469,2,100,Resources,28,,,True
3470,2,101,Resources,28,,,True
3472,2,103,Dashboard Analytics,5,,,True
3473,2,104,Dashboard Analytics,5,,,True
3474,2,55,Settings,20,,,True
3475,2,44,Reports,30,,,True
3476,2,81,Reports,30,,,True
3477,2,108,General,5,,,True
3478,2,109,General,5,,,True
3479,2,110,General,5,,,True
3480,2,111,General,5,,,True
3481,2,112,General,5,,,True
3482,2,113,General,5,,,True
3483,2,114,General,5,,,True
3484,2,115,General,5,,,True
3485,2,127,System Shell,40,,,True
3486,2,78,Reports,30,,,True
3487,2,85,Master,20,,,True
3488,2,57,POS,15,,,True
3489,2,24,POS,15,,,True
3490,2,86,POS,15,,,True
3491,2,88,POS,15,,,True
3492,2,56,Master,20,,,True
3493,2,77,Reports,30,,,True
3494,2,58,General,5,,,True
3495,2,59,Payroll,25,,,True
3496,2,60,Payroll,25,,,True
3497,2,61,Payroll,25,,,True
3498,2,62,Payroll,25,,,True
3499,2,63,Payroll,25,,,True
3500,2,65,Payroll,25,,,True
3501,2,66,Payroll,25,,,True
3502,2,68,Payroll,25,,,True
3503,2,70,Master,20,,,True
3504,2,82,Reports,30,,,True
3505,2,83,Reports,30,,,True
3506,2,84,Reports,30,,,True
3507,2,92,Payroll,25,,,True
3508,2,54,Settings,20,,,True
3509,2,102,Reports,30,,,True
3510,2,116,General,5,,,True
3511,2,117,General,5,,,True
3512,2,118,General,5,,,True
3513,2,119,System Shell,40,,,True
3514,2,120,System Shell,40,,,True
3515,2,105,General,5,,,True
3516,2,106,General,5,,,True
3517,2,107,General,5,,,True
3518,2,121,System Shell,40,,,True
3522,2,125,System Shell,40,,,True
3523,2,126,System Shell,40,,,True
2922,1,14,Master,20,,,True
2923,1,50,Master,20,,,True
2924,1,51,Settings,20,,,True
2925,1,69,Master,20,,,True
2926,1,52,Settings,20,,,True
4010,1,19,Reports,30,,,True
4012,1,35,Voucher,10,,,True
4013,1,38,Voucher,10,,,True
4014,1,103,Dashboard Analytics,5,,,True
4015,1,104,Dashboard Analytics,5,,,True
4016,1,55,Settings,20,,,True
4017,1,47,Master,20,,,True
4018,1,48,Master,20,,,True
4019,1,44,Reports,30,,,True
4020,1,81,Reports,30,,,True
4021,1,108,General,5,,,True
4022,1,109,General,5,,,True
4023,1,110,General,5,,,True
4024,1,111,General,5,,,True
6368,6,112,General,5,8.0,,True
6369,6,113,General,5,9.0,,True
6370,6,114,General,5,10.0,,True
6371,6,115,General,5,11.0,,True
6372,6,116,General,5,12.0,,True
4025,1,112,General,5,,,True
4026,1,113,General,5,,,True
4027,1,114,General,5,,,True
4028,1,115,General,5,,,True
4029,1,127,System Shell,40,,,True
4030,1,78,Reports,30,,,True
4031,1,85,Master,20,,,True
4032,1,57,POS,15,,,True
4033,1,24,POS,15,,,True
4034,1,86,POS,15,,,True
4035,1,88,POS,15,,,True
4036,1,56,Master,20,,,True
4037,1,49,Reports,30,,,True
4038,1,77,Reports,30,,,True
4039,1,5,Voucher,10,,,True
4040,1,7,Voucher,10,,,True
4041,1,8,Voucher,10,,,True
4042,1,9,Voucher,10,,,True
4043,1,10,Voucher,10,,,True
4044,1,11,Voucher,10,,,True
4045,1,12,Master,20,,,True
4046,1,28,Master,20,,,True
4047,1,58,General,5,,,True
4048,1,59,Payroll,25,,,True
4049,1,60,Payroll,25,,,True
4050,1,61,Payroll,25,,,True
4051,1,62,Payroll,25,,,True
4052,1,63,Payroll,25,,,True
4053,1,65,Payroll,25,,,True
4054,1,66,Payroll,25,,,True
4055,1,68,Payroll,25,,,True
4056,1,70,Master,20,,,True
4057,1,82,Reports,30,,,True
4058,1,83,Reports,30,,,True
4059,1,84,Reports,30,,,True
4060,1,92,Payroll,25,,,True
4061,1,102,Reports,30,,,True
4062,1,116,General,5,,,True
4063,1,117,General,5,,,True
4064,1,118,General,5,,,True
4065,1,119,System Shell,40,,,True
1807,3,41,Master,20,,,True
1808,3,42,Master,20,,,True
1809,3,43,Master,20,,,True
1810,3,44,Reports,30,,,True
1811,3,45,Reports,30,,,True
1812,3,46,Reports,30,,,True
1813,3,47,Master,20,,,True
1814,3,48,Master,20,,,True
1815,3,49,Reports,30,,,True
1816,3,50,Master,20,,,True
1817,3,56,Master,20,,,True
1818,3,57,POS,15,,,True
1819,3,58,General,5,,,True
1820,3,59,Payroll,25,,,True
1821,3,60,Payroll,25,,,True
1822,3,61,Payroll,25,,,True
1823,3,62,Payroll,25,,,True
1824,3,63,Payroll,25,,,True
1825,3,64,Payroll,25,,,True
1826,3,65,Payroll,25,,,True
1827,3,66,Payroll,25,,,True
1828,3,67,Payroll,25,,,True
1829,3,68,Payroll,25,,,True
1830,3,69,Master,20,,,True
1831,3,70,Master,20,,,True
1832,3,77,Reports,30,,,True
1833,3,78,Reports,30,,,True
1834,3,80,Master,20,,,True
1835,3,81,Reports,30,,,True
1836,3,82,Reports,30,,,True
4232,9,93,Delivery,26,,,True
4233,9,94,Delivery,26,,,True
6378,6,122,System Shell,40,204.0,,False
6379,6,123,System Shell,40,205.0,,False
6380,6,124,System Shell,40,206.0,,False
4242,9,32,General,5,,,False
10091,4,69,Inventory,22,100.0,,True
9199,5,345,Manufacturing,23,235.0,340.0,True
9200,1,344,Manufacturing,23,234.0,340.0,True
9201,8,348,Manufacturing,23,238.0,340.0,True
9202,9,351,Manufacturing,23,241.0,340.0,True
6373,6,117,General,5,13.0,,True
6374,6,118,General,5,14.0,,True
6375,6,119,System Shell,40,201.0,,True
6376,6,120,System Shell,40,202.0,,True
6377,6,121,System Shell,40,203.0,,True
6381,6,125,System Shell,40,207.0,,True
6382,6,126,System Shell,40,208.0,,True
6383,6,127,System Shell,40,203.0,,True
6384,6,129,Uncategorized,1,1.0,,True
6385,6,135,General,20,100.0,,True
6386,6,136,General,20,100.0,,True
10092,4,70,Inventory,22,100.0,,True
9204,15,347,Manufacturing,23,237.0,340.0,True
9205,3,341,Manufacturing,23,231.0,340.0,True
