id,company_id,voucher_date,voucher_type,voucher_number,narration,created_at,updated_at,fiscal_year,voucher_sequence,payment_mode_id,reverses_voucher_id,is_reversal,department_id,project_id,bank_remark,bill_date,segment_id,employee_id
452,14,2025-10-24,SALES_INVOICE,VCHSAL82-83-006,Sales invoice 1009,2026-03-27 05:58:58.301979+00:00,2026-03-27 05:58:58.301985+00:00,82-83,6.0,23.0,,False,,,,,,
453,14,2026-01-15,SALES_INVOICE,VCHSAL82-83-007,Sales invoice 1009,2026-03-27 06:04:45.615419+00:00,2026-03-27 06:04:45.615424+00:00,82-83,7.0,,,False,,,,,,
454,14,2026-03-27,PAYMENT,VCHPAY82-83-001,(Remark: bank transfer),2026-03-27 07:08:40.742546+00:00,2026-03-27 07:08:40.742554+00:00,82-83,1.0,24.0,,False,,,,,,
455,14,2026-03-27,SALES_INVOICE,VCHSAL82-83-008,Sales invoice 1008,2026-03-27 07:10:08.743768+00:00,2026-03-27 07:10:08.743773+00:00,82-83,8.0,24.0,,False,,,,,,
456,14,2026-03-27,SALES_INVOICE,VCHSAL82-83-009,Sales invoice 1010,2026-03-27 07:40:20.637536+00:00,2026-03-27 07:40:20.637541+00:00,82-83,9.0,24.0,,False,,,,,,
238,6,2025-12-13,JOURNAL,1,Purchase bill 1,2025-12-12 19:53:18.644538+00:00,2025-12-12 19:53:18.644545+00:00,,,9.0,,False,,,,,,
457,14,2026-03-27,SALES_INVOICE,VCHSAL82-83-010,Sales invoice ab,2026-03-27 08:44:18.253641+00:00,2026-03-27 08:44:18.253646+00:00,82-83,10.0,24.0,,False,,,,,,
458,14,2026-01-25,SALES_INVOICE,VCHSAL82-83-011,Sales invoice 1012,2026-03-27 08:57:39.813830+00:00,2026-03-27 08:57:39.813835+00:00,82-83,11.0,24.0,,False,,,,,,
459,14,2026-03-27,RECEIPT,VCHREC82-83-001,(Remark: hhf),2026-03-27 09:13:12.889115+00:00,2026-03-27 09:13:12.889120+00:00,82-83,1.0,24.0,,False,,,,,,
460,14,2026-03-27,SALES_INVOICE,VCHSAL82-83-012,Sales invoice 1013,2026-03-27 09:14:42.592024+00:00,2026-03-27 09:14:42.592032+00:00,82-83,12.0,24.0,,False,,,,,,
461,14,2026-03-27,SALES_INVOICE,VCHSAL82-83-013,Sales invoice 1024,2026-03-27 10:16:22.280936+00:00,2026-03-27 10:16:22.280940+00:00,82-83,13.0,24.0,,False,,,,,,
462,14,2026-03-27,SALES_INVOICE,VCHSAL82-83-014,Sales invoice 76876,2026-03-27 10:34:49.917913+00:00,2026-03-27 10:34:49.917917+00:00,82-83,14.0,24.0,,False,,,,,,
463,14,2026-03-27,SALES_INVOICE,VCHSAL82-83-015,Sales invoice 1014,2026-03-27 10:59:55.951342+00:00,2026-03-27 10:59:55.951347+00:00,82-83,15.0,24.0,,False,,,,,,
464,14,2026-02-24,SALES_INVOICE,VCHSAL82-83-016,Sales invoice A1,2026-03-27 22:20:29.291619+00:00,2026-03-27 22:20:29.291627+00:00,82-83,16.0,,,False,,,,,,
465,14,2026-03-28,SALES_INVOICE,VCHSAL82-83-017,Sales invoice A12,2026-03-27 22:22:26.368400+00:00,2026-03-27 22:22:26.368405+00:00,82-83,17.0,23.0,,False,,,,,,
466,14,2026-03-28,SALES_INVOICE,VCHSAL82-83-018,Sales invoice yuiyi,2026-03-28 00:37:37.145471+00:00,2026-03-28 00:37:37.145478+00:00,82-83,18.0,23.0,,False,,,,,,
467,14,2026-02-16,PAYMENT,VCHPAY82-83-002,(Remark: Falgun),2026-03-28 04:24:38.813489+00:00,2026-03-28 04:24:38.813496+00:00,82-83,2.0,24.0,,False,6.0,2.0,,,,
468,14,2026-03-28,PAYMENT,VCHPAY82-83-003,okk (Remark: cash deposit),2026-03-28 04:26:14.888301+00:00,2026-03-28 04:26:14.888306+00:00,82-83,3.0,23.0,,False,2.0,,,,,
469,14,2026-02-22,JOURNAL,VCHJRN82-83-003,,2026-03-28 04:30:06.257939+00:00,2026-03-28 04:30:06.257943+00:00,82-83,3.0,,,False,6.0,,,,,
256,24,2025-12-13,JOURNAL,4,Purchase bill 4,2025-12-13 00:23:57.709714+00:00,2025-12-13 00:23:57.709717+00:00,,,10.0,,False,,,,,,
257,24,2025-12-13,JOURNAL,3,Purchase bill 3,2025-12-13 05:42:00.365047+00:00,2025-12-13 05:42:00.365050+00:00,,,10.0,,False,,,,,,
258,24,2025-12-13,PURCHASE_RETURN,REV-89,Purchase return REV-89,2025-12-14 01:08:57.779182+00:00,2025-12-14 01:08:57.779186+00:00,,,10.0,,False,,,,,,
259,24,2025-12-13,PURCHASE_RETURN,REV-90,Purchase return REV-90,2025-12-14 01:10:46.317695+00:00,2025-12-14 01:10:46.317699+00:00,,,10.0,,False,,,,,,
261,24,2025-12-14,PURCHASE_RETURN,76,Purchase return 76,2025-12-14 02:05:55.305996+00:00,2025-12-14 02:05:55.306002+00:00,,,10.0,,False,,,,,,
262,24,2025-12-14,PURCHASE_RETURN,5,Purchase return 5,2025-12-14 05:47:26.279212+00:00,2025-12-14 05:47:26.279219+00:00,,,10.0,,False,,,,,,
263,24,2025-12-14,JOURNAL,7,Purchase bill 7,2025-12-14 06:01:42.395504+00:00,2025-12-14 06:01:42.395508+00:00,,,10.0,,False,,,,,,
264,24,2025-12-14,JOURNAL,8,Purchase bill 8,2025-12-14 06:02:41.681490+00:00,2025-12-14 06:02:41.681494+00:00,,,10.0,,False,,,,,,
265,24,2025-12-14,JOURNAL,8,Purchase bill 8,2025-12-14 06:05:06.602646+00:00,2025-12-14 06:05:06.602650+00:00,,,10.0,,False,,,,,,
266,24,2025-12-14,JOURNAL,9,Purchase bill 9,2025-12-14 06:23:15.925232+00:00,2025-12-14 06:23:15.925235+00:00,,,10.0,,False,,,,,,
267,24,2025-12-14,JOURNAL,99,Purchase bill 99,2025-12-14 06:24:35.248866+00:00,2025-12-14 06:24:35.248871+00:00,,,10.0,,False,,,,,,
268,24,2025-12-14,SALES_INVOICE,9,Sales invoice 9,2025-12-14 06:27:44.557621+00:00,2025-12-14 06:27:44.557625+00:00,,,10.0,,False,,,,,,
269,24,2025-12-14,PAYMENT,PAY-2025-000001,Tea exp,2025-12-14 08:19:56.983687+00:00,2025-12-14 08:19:56.983709+00:00,2025,1.0,10.0,,False,,,,,,
270,24,2025-12-14,RECEIPT,REC-2025-000002,goods sold,2025-12-14 08:22:43.171989+00:00,2025-12-14 08:22:43.172000+00:00,2025,2.0,10.0,,False,,,,,,
283,6,2025-12-17,PAYMENT,PAY-2025-000001,,2025-12-18 09:54:25.586069+00:00,2025-12-18 09:54:25.586072+00:00,2025,1.0,9.0,,False,,,,,,
284,6,2025-12-24,JOURNAL,8787,Purchase bill 8787,2025-12-24 11:03:31.511877+00:00,2025-12-24 11:03:31.511881+00:00,,,,,False,,,,,,
285,6,2026-02-13,JOURNAL,45,Purchase bill 45,2026-02-12 23:57:53.702267+00:00,2026-02-12 23:57:53.702272+00:00,,,,,False,,,,,,
286,6,2026-02-13,SALES_INVOICE,,Sales invoice 81,2026-02-12 23:58:46.104903+00:00,2026-02-12 23:58:46.104907+00:00,,,,,False,,,,,,
287,6,2026-02-13,SALES_INVOICE,,Sales invoice 82,2026-02-13 00:05:47.947486+00:00,2026-02-13 00:05:47.947492+00:00,,,,,False,,,,,,
288,6,2026-02-13,SALES_INVOICE,,Sales invoice 83,2026-02-13 08:48:33.606568+00:00,2026-02-13 08:51:49.961393+00:00,,,,,False,,,,,,
292,6,2026-02-13,SALES_INVOICE,abc,Sales invoice abc,2026-02-13 12:19:47.655367+00:00,2026-02-13 12:19:47.655371+00:00,,,9.0,,False,,,,,,
294,6,2026-02-13,SALES_INVOICE,,Sales invoice 85,2026-02-13 12:24:36.239357+00:00,2026-02-13 12:24:36.239362+00:00,,,9.0,,False,,,,,,
300,19,2026-02-14,RECEIPT,REC-2026-000001,Debug Voucher Check,2026-02-14 08:16:28.278479+00:00,2026-02-14 08:16:28.278483+00:00,2026,1.0,31.0,,False,,,,,,
301,19,2026-02-14,RECEIPT,REC-2026-000002,Debug Voucher Check,2026-02-14 08:17:05.334517+00:00,2026-02-14 08:17:05.334521+00:00,2026,2.0,31.0,,False,,,,,,
302,19,2026-02-14,RECEIPT,REC-2026-000003,Debug Voucher Check,2026-02-14 08:18:26.432085+00:00,2026-02-14 08:18:26.432090+00:00,2026,3.0,31.0,,False,,,,,,
303,19,2026-02-14,RECEIPT,REC-2026-000004,Debug Voucher Check,2026-02-14 08:19:02.994671+00:00,2026-02-14 08:19:02.994678+00:00,2026,4.0,31.0,,False,,,,,,
319,27,2026-02-16,JOURNAL,VCHJRN25-26-001,Test Voucher,2026-02-16 07:39:19.445658+00:00,2026-02-16 07:39:19.445669+00:00,25-26,1.0,,,False,,,,,,
320,28,2026-02-16,JOURNAL,VCHJRN25-26-001,Test Voucher,2026-02-16 07:51:29.118516+00:00,2026-02-16 07:51:29.118520+00:00,25-26,1.0,,,False,,,,,,
471,21,2026-04-04,RECEIPT,VCHREC25-26-001,Subscription payment from A-One Cafe and Restaurant (Ref: N/A) - From 2026-04-04 To 2026-05-04,2026-04-04 20:53:39.095299+00:00,2026-04-04 21:35:49.871754+00:00,25-26,1.0,2.0,,False,,,,,,
472,21,2026-04-04,RECEIPT,VCHREC25-26-002,Subscription payment from A-One Cafe and Restaurant (Ref: iolhlhl) - From 2026-05-04 To 2027-05-04,2026-04-04 20:53:39.301894+00:00,2026-04-04 21:35:49.871757+00:00,25-26,2.0,2.0,,False,,,,,,
473,21,2026-04-04,SALES_INVOICE,VCHSAL25-26-001,SaaS Revenue: 5 for A-One Cafe and Restaurant (From 2026-04-04 To 2026-05-04),2026-04-04 21:13:39.406515+00:00,2026-04-04 21:35:49.871759+00:00,25-26,1.0,,,False,,,,,,
474,21,2026-04-04,SALES_INVOICE,VCHSAL25-26-002,SaaS Revenue: 5 for A-One Cafe and Restaurant (From 2026-05-04 To 2027-05-04),2026-04-04 21:13:39.669861+00:00,2026-04-04 21:35:49.871760+00:00,25-26,2.0,,,False,,,,,,
475,14,1968-12-31,PURCHASE_BILL,VCHPUR25-26-001,Purchase bill 55,2026-04-05 08:24:40.330288+00:00,2026-04-05 08:24:40.330296+00:00,25-26,1.0,,,False,,,,,,
476,14,1968-12-31,PURCHASE_BILL,VCHPUR25-26-002,Purchase bill vbncbv,2026-04-05 08:28:07.245932+00:00,2026-04-05 08:28:07.245937+00:00,25-26,2.0,,,False,,,,,,
477,14,2026-04-05,PURCHASE_BILL,VCHPUR82-83-005,Purchase bill 1002,2026-04-05 08:33:50.128917+00:00,2026-04-05 08:33:50.128921+00:00,82-83,5.0,,,False,,,,,,
478,14,2026-04-05,PURCHASE_BILL,VCHPUR82-83-006,Purchase bill 5555,2026-04-05 09:11:32.715788+00:00,2026-04-05 09:11:32.715793+00:00,82-83,6.0,,,False,,,,,,
479,14,2026-04-05,SALES_INVOICE,VCHSAL82-83-019,Sales invoice 255,2026-04-05 09:36:40.803328+00:00,2026-04-05 09:36:40.803333+00:00,82-83,19.0,,,False,,,,,,
480,14,2026-04-05,SALES_INVOICE,VCHSAL82-83-020,Sales invoice Table 1,2026-04-05 09:49:45.681318+00:00,2026-04-05 09:49:45.681324+00:00,82-83,20.0,23.0,,False,,,,,,
481,14,1969-05-26,PURCHASE_BILL,VCHPUR25-26-003,Purchase bill 139,2026-04-05 14:24:34.684695+00:00,2026-04-05 14:24:34.684699+00:00,25-26,3.0,23.0,,False,,,,,,
482,14,1969-05-26,PURCHASE_BILL,VCHPUR25-26-004,Purchase bill wrwr,2026-04-05 22:15:28.986089+00:00,2026-04-05 22:15:28.986093+00:00,25-26,4.0,,,False,,,,,,
483,14,2026-02-17,SALES_INVOICE,VCHSAL82-83-021,Sales invoice gjg,2026-04-05 22:26:52.365036+00:00,2026-04-05 22:26:52.365042+00:00,82-83,21.0,,,False,,,,,,
484,14,1969-05-26,PURCHASE_BILL,VCHPUR25-26-005,Purchase bill ewew,2026-04-05 22:43:46.473893+00:00,2026-04-05 22:43:46.473898+00:00,25-26,5.0,,,False,,,,,,
485,14,2026-04-06,PURCHASE_BILL,VCHPUR82-83-007,Purchase bill fsfsff,2026-04-05 22:46:45.811751+00:00,2026-04-05 22:46:45.811756+00:00,82-83,7.0,,,False,,,,,,
486,14,1969-07-19,PURCHASE_BILL,VCHPUR26-27-001,Purchase bill hkjkbn,2026-04-05 22:50:50.136186+00:00,2026-04-05 22:50:50.136190+00:00,26-27,1.0,,,False,,,,,,
487,14,1969-05-30,PURCHASE_BILL,VCHPUR25-26-006,Purchase bill 144,2026-04-05 23:32:19.789388+00:00,2026-04-05 23:32:19.789393+00:00,25-26,6.0,,,False,,,,,,
488,14,1969-05-26,PURCHASE_BILL,VCHPUR25-26-007,Purchase bill 145,2026-04-05 23:34:24.199054+00:00,2026-04-05 23:34:24.199059+00:00,25-26,7.0,,,False,,,,,,
489,14,2026-04-06,PURCHASE_BILL,VCHPUR82-83-008,Purchase bill 146,2026-04-05 23:37:48.857619+00:00,2026-04-05 23:37:48.857624+00:00,82-83,8.0,,,False,,,,,,
490,14,2026-04-06,PURCHASE_BILL,VCHPUR82-83-009,Purchase bill 147,2026-04-05 23:38:43.032251+00:00,2026-04-05 23:38:43.032256+00:00,82-83,9.0,,,False,,,,,,
491,14,2026-04-06,PURCHASE_BILL,VCHPUR82-83-010,Purchase bill 148,2026-04-05 23:38:51.151760+00:00,2026-04-05 23:38:51.151764+00:00,82-83,10.0,,,False,,,,,,
492,14,2026-04-06,PURCHASE_BILL,VCHPUR82-83-011,Purchase bill 149,2026-04-06 00:12:24.367225+00:00,2026-04-06 00:12:24.367240+00:00,82-83,11.0,,,False,,,,2026-04-06,,
493,14,2026-04-09,SALES_INVOICE,VCHSAL25-26-001,Sales invoice 2323,2026-04-09 02:08:05.528759+00:00,2026-04-09 02:08:05.528763+00:00,25-26,1.0,,,False,,,,2026-04-09,,
494,14,2026-04-09,SALES_INVOICE,VCHSAL25-26-002,Sales invoice 187,2026-04-09 02:17:22.431311+00:00,2026-04-09 02:17:22.431320+00:00,25-26,2.0,,,False,,,,2026-04-09,,
495,14,2026-04-09,SALES_INVOICE,VCHSAL25-26-003,Sales invoice Table 1,2026-04-09 09:38:16.101278+00:00,2026-04-09 09:38:16.101283+00:00,25-26,3.0,23.0,,False,,,,,,
496,14,2026-04-09,PURCHASE_BILL,VCHPUR25-26-008,Purchase bill 150,2026-04-09 09:41:43.974129+00:00,2026-04-09 09:41:43.974150+00:00,25-26,8.0,,,False,,,,2026-04-09,,
497,14,2026-04-10,PURCHASE_BILL,VCHPUR25-26-009,Purchase bill 151,2026-04-09 23:25:43.362918+00:00,2026-04-09 23:25:43.362923+00:00,25-26,9.0,,,False,,,,2026-04-10,,
498,14,2026-04-12,PURCHASE_BILL,VCHPUR25-26-010,Purchase bill 152,2026-04-12 00:39:04.288948+00:00,2026-04-12 00:39:04.288955+00:00,25-26,10.0,,,False,,,,2026-04-12,,
499,14,2026-04-12,PURCHASE_BILL,VCHPUR25-26-011,Purchase bill 153,2026-04-12 02:14:02.098819+00:00,2026-04-12 02:14:02.098824+00:00,25-26,11.0,,,False,,,,2026-04-12,,
500,14,2026-04-12,PURCHASE_BILL,VCHPUR25-26-012,Purchase bill 154,2026-04-12 05:17:45.486276+00:00,2026-04-12 05:17:45.486284+00:00,25-26,12.0,,,False,,,,2026-04-12,,
501,14,2026-04-12,PURCHASE_BILL,VCHPUR25-26-013,Purchase bill 155,2026-04-12 06:00:12.959840+00:00,2026-04-12 06:00:12.959845+00:00,25-26,13.0,,,False,,,,2026-04-12,,
502,14,2026-04-12,PURCHASE_BILL,VCHPUR25-26-014,Purchase bill 156,2026-04-12 07:25:38.338775+00:00,2026-04-12 07:25:38.338780+00:00,25-26,14.0,,,False,,,,2026-04-12,,
503,14,2026-04-12,PURCHASE_BILL,VCHPUR25-26-015,Purchase bill 157,2026-04-12 09:38:44.284888+00:00,2026-04-12 09:38:44.284892+00:00,25-26,15.0,,,False,,,,2026-04-12,,
504,14,2026-04-12,SALES_INVOICE,VCHSAL25-26-004,Sales invoice 189,2026-04-12 10:04:17.256864+00:00,2026-04-12 10:04:17.256869+00:00,25-26,4.0,,,False,,,,2026-04-12,,
505,14,2026-04-12,SALES_INVOICE,VCHSAL25-26-005,Sales invoice 190,2026-04-12 11:49:09.418816+00:00,2026-04-12 11:49:09.418835+00:00,25-26,5.0,,,False,,,,2026-04-12,,
506,14,2026-04-15,SALES_INVOICE,VCHSAL25-26-006,Sales invoice 191,2026-04-15 06:41:26.745882+00:00,2026-04-15 06:41:26.745887+00:00,25-26,6.0,,,False,,,,2026-04-15,,
507,14,2026-04-15,SALES_INVOICE,VCHSAL25-26-007,Sales invoice 192,2026-04-15 07:53:37.895993+00:00,2026-04-15 07:53:37.895999+00:00,25-26,7.0,,,False,,,,2026-04-15,,
508,14,2026-04-16,PURCHASE_BILL,VCHPUR25-26-016,Purchase bill 158,2026-04-15 20:15:28.769735+00:00,2026-04-15 20:15:28.769745+00:00,25-26,16.0,,,False,,,,2026-04-16,,
509,14,2026-04-16,PURCHASE_BILL,VCHPUR25-26-017,Purchase bill 159,2026-04-16 11:23:08.864694+00:00,2026-04-16 11:23:08.864700+00:00,25-26,17.0,,,False,,,,2026-04-16,,
510,14,2026-04-17,SALES_INVOICE,VCHSAL25-26-008,Sales invoice 193,2026-04-16 20:26:57.417333+00:00,2026-04-16 20:26:57.417338+00:00,25-26,8.0,,,False,,,,2026-04-17,,
511,14,2026-10-31,JOURNAL,VCHJRN26-27-001,Payroll 2026-10 (run_id=9),2026-04-22 20:19:24.436037+00:00,2026-04-22 20:19:24.436044+00:00,26-27,1.0,,,False,,,,,,
512,14,2026-04-23,JOURNAL,VCHJRN25-26-001,Payroll 2026-11 (run_id=10),2026-04-22 23:30:55.560955+00:00,2026-04-22 23:30:55.560966+00:00,25-26,1.0,,,False,,,,,,
513,14,2026-04-23,JOURNAL,VCHJRN25-26-002,Payroll 2026-09 (run_id=8),2026-04-23 07:20:50.172625+00:00,2026-04-23 07:20:50.172649+00:00,25-26,2.0,,,False,,,,,,
514,14,2026-04-24,PURCHASE_BILL,VCHPUR25-26-018,Purchase bill 160,2026-04-23 23:29:31.214897+00:00,2026-04-23 23:29:31.214902+00:00,25-26,18.0,,,False,,,,2026-04-24,,
515,14,2023-01-01,PURCHASE_BILL,VCHPUR22-23-001,Purchase bill INV-001,2026-04-24 04:10:39.129036+00:00,2026-04-24 04:10:39.129050+00:00,22-23,1.0,,,False,,,,,,
516,14,2026-04-24,PURCHASE_BILL,VCHPUR25-26-019,Purchase bill INV-001,2026-04-24 05:20:07.024188+00:00,2026-04-24 05:20:07.024193+00:00,25-26,19.0,,,False,,,,,,
517,14,2026-04-24,SALES_INVOICE,VCHSAL25-26-009,Sales invoice INV-101,2026-04-24 07:22:22.112337+00:00,2026-04-24 07:22:22.112342+00:00,25-26,9.0,23.0,,False,,,,2026-04-24,,
518,14,2026-04-30,JOURNAL,VCHJRN25-26-003,,2026-04-30 04:10:48.842592+00:00,2026-04-30 04:10:48.842597+00:00,25-26,3.0,,,False,,,,2026-04-30,,
519,14,2026-04-30,JOURNAL,VCHJRN25-26-004,,2026-04-30 08:00:48.397504+00:00,2026-04-30 08:00:48.397509+00:00,25-26,4.0,,,False,,,,2026-04-30,,
520,14,2026-04-30,JOURNAL,VCHJRN25-26-005,,2026-04-30 10:52:54.384199+00:00,2026-04-30 10:52:54.384225+00:00,25-26,5.0,,,False,,,,2026-04-30,,
