id,company_id,code,name,type,taxable,default_amount,default_rate,calculation_basis,sort_order,expense_ledger_id,payable_ledger_id,is_active,created_at,updated_at,cost_center_option
34,38,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-02-23 11:58:51.186727+00:00,2026-02-23 11:58:51.186732+00:00,
35,38,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-02-23 11:58:51.186736+00:00,2026-02-23 11:58:51.186741+00:00,
36,38,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-02-23 11:58:51.186745+00:00,2026-02-23 11:58:51.186750+00:00,
37,39,BASIC,Basic,EARNING,False,,,,100,764.0,,True,2026-03-09 06:39:51.743051+00:00,2026-03-09 06:39:51.743055+00:00,
38,39,GRADE,Grade,EARNING,False,,,,100,764.0,,True,2026-03-09 06:39:51.743057+00:00,2026-03-09 06:39:51.743058+00:00,
39,39,ALLOWANCE,Allowance,EARNING,False,,,,100,764.0,,True,2026-03-09 06:39:51.743059+00:00,2026-03-09 06:39:51.743061+00:00,
40,39,OVERTIME,Overtime,EARNING,False,,,,100,764.0,,True,2026-03-09 06:39:51.743062+00:00,2026-03-09 06:39:51.743063+00:00,
41,39,BONUS,Bonus,EARNING,False,,,,100,764.0,,True,2026-03-09 06:39:51.743064+00:00,2026-03-09 06:39:51.743065+00:00,
42,39,INCENTIVE,Incentive,EARNING,False,,,,100,764.0,,True,2026-03-09 06:39:51.743067+00:00,2026-03-09 06:39:51.743068+00:00,
43,39,TDS,TDS/Tax,DEDUCTION,True,,,,100,,756.0,True,2026-03-09 06:39:51.743069+00:00,2026-03-09 06:39:51.743070+00:00,
44,39,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-09 06:39:51.743071+00:00,2026-03-09 06:39:51.743073+00:00,
45,39,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-09 06:39:51.743074+00:00,2026-03-09 06:39:51.743075+00:00,
46,39,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-09 06:39:51.743076+00:00,2026-03-09 06:39:51.743077+00:00,
47,39,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-09 06:39:51.743079+00:00,2026-03-09 06:39:51.743080+00:00,
48,39,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-09 06:39:51.743082+00:00,2026-03-09 06:39:51.743084+00:00,
49,6,BASIC,Basic,EARNING,False,,,,100,82.0,,True,2026-03-14 04:27:26.855684+00:00,2026-03-14 04:27:26.855689+00:00,
50,6,GRADE,Grade,EARNING,False,,,,100,82.0,,True,2026-03-14 04:27:26.855691+00:00,2026-03-14 04:27:26.855693+00:00,
51,6,ALLOWANCE,Allowance,EARNING,False,,,,100,82.0,,True,2026-03-14 04:27:26.855696+00:00,2026-03-14 04:27:26.855697+00:00,
52,6,OVERTIME,Overtime,EARNING,False,,,,100,82.0,,True,2026-03-14 04:27:26.855700+00:00,2026-03-14 04:27:26.855701+00:00,
53,6,BONUS,Bonus,EARNING,False,,,,100,82.0,,True,2026-03-14 04:27:26.855703+00:00,2026-03-14 04:27:26.855705+00:00,
54,6,INCENTIVE,Incentive,EARNING,False,,,,100,82.0,,True,2026-03-14 04:27:26.855708+00:00,2026-03-14 04:27:26.855711+00:00,
55,6,TDS,TDS/Tax,DEDUCTION,True,,,,100,,262.0,True,2026-03-14 04:27:26.855713+00:00,2026-03-14 04:27:26.855715+00:00,
56,6,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-14 04:27:26.855717+00:00,2026-03-14 04:27:26.855719+00:00,
57,6,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-14 04:27:26.855721+00:00,2026-03-14 04:27:26.855723+00:00,
58,6,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-14 04:27:26.855725+00:00,2026-03-14 04:27:26.855727+00:00,
59,6,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-14 04:27:26.855729+00:00,2026-03-14 04:27:26.855731+00:00,
60,6,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-14 04:27:26.855733+00:00,2026-03-14 04:27:26.855735+00:00,
61,1,BASIC,Basic,EARNING,False,,,,100,295.0,,True,2026-03-24 22:56:15.979992+00:00,2026-03-24 22:56:15.980000+00:00,
62,1,GRADE,Grade,EARNING,False,,,,100,295.0,,True,2026-03-24 22:56:15.980005+00:00,2026-03-24 22:56:15.980009+00:00,
63,1,ALLOWANCE,Allowance,EARNING,False,,,,100,295.0,,True,2026-03-24 22:56:15.980013+00:00,2026-03-24 22:56:15.980016+00:00,
64,1,OVERTIME,Overtime,EARNING,False,,,,100,295.0,,True,2026-03-24 22:56:15.980021+00:00,2026-03-24 22:56:15.980025+00:00,
65,1,BONUS,Bonus,EARNING,False,,,,100,295.0,,True,2026-03-24 22:56:15.980029+00:00,2026-03-24 22:56:15.980033+00:00,
66,1,INCENTIVE,Incentive,EARNING,False,,,,100,295.0,,True,2026-03-24 22:56:15.980037+00:00,2026-03-24 22:56:15.980040+00:00,
67,1,TDS,TDS/Tax,DEDUCTION,True,,,,100,,,True,2026-03-24 22:56:15.980044+00:00,2026-03-24 22:56:15.980048+00:00,
68,1,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:15.980052+00:00,2026-03-24 22:56:15.980056+00:00,
69,1,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:15.980060+00:00,2026-03-24 22:56:15.980064+00:00,
70,1,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:15.980068+00:00,2026-03-24 22:56:15.980071+00:00,
71,1,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:15.980075+00:00,2026-03-24 22:56:15.980081+00:00,
72,1,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:15.980085+00:00,2026-03-24 22:56:15.980089+00:00,
73,3,BASIC,Basic,EARNING,False,,,,100,324.0,,True,2026-03-24 22:56:16.150184+00:00,2026-03-24 22:56:16.150188+00:00,
74,3,GRADE,Grade,EARNING,False,,,,100,324.0,,True,2026-03-24 22:56:16.150191+00:00,2026-03-24 22:56:16.150193+00:00,
75,3,ALLOWANCE,Allowance,EARNING,False,,,,100,324.0,,True,2026-03-24 22:56:16.150195+00:00,2026-03-24 22:56:16.150197+00:00,
76,3,OVERTIME,Overtime,EARNING,False,,,,100,324.0,,True,2026-03-24 22:56:16.150199+00:00,2026-03-24 22:56:16.150201+00:00,
77,3,BONUS,Bonus,EARNING,False,,,,100,324.0,,True,2026-03-24 22:56:16.150203+00:00,2026-03-24 22:56:16.150205+00:00,
78,3,INCENTIVE,Incentive,EARNING,False,,,,100,324.0,,True,2026-03-24 22:56:16.150207+00:00,2026-03-24 22:56:16.150209+00:00,
79,3,TDS,TDS/Tax,DEDUCTION,True,,,,100,,,True,2026-03-24 22:56:16.150211+00:00,2026-03-24 22:56:16.150213+00:00,
80,3,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.150215+00:00,2026-03-24 22:56:16.150216+00:00,
1,14,BASIC,Basic,EARNING,False,,,,100,113.0,1120.0,True,2026-02-15 09:00:38.241294+00:00,2026-04-22 09:20:04.939598+00:00,SEGMENT
5,14,BONUS,Bonus,EARNING,False,,,,100,1118.0,1121.0,True,2026-02-15 09:00:38.241325+00:00,2026-04-22 09:59:34.824372+00:00,SEGMENT
81,3,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.150218+00:00,2026-03-24 22:56:16.150220+00:00,
82,3,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.150222+00:00,2026-03-24 22:56:16.150224+00:00,
83,3,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.150226+00:00,2026-03-24 22:56:16.150228+00:00,
84,3,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.150230+00:00,2026-03-24 22:56:16.150232+00:00,
85,4,BASIC,Basic,EARNING,False,,,,100,354.0,,True,2026-03-24 22:56:16.280592+00:00,2026-03-24 22:56:16.280597+00:00,
86,4,GRADE,Grade,EARNING,False,,,,100,354.0,,True,2026-03-24 22:56:16.280599+00:00,2026-03-24 22:56:16.280601+00:00,
87,4,ALLOWANCE,Allowance,EARNING,False,,,,100,354.0,,True,2026-03-24 22:56:16.280603+00:00,2026-03-24 22:56:16.280605+00:00,
88,4,OVERTIME,Overtime,EARNING,False,,,,100,354.0,,True,2026-03-24 22:56:16.280607+00:00,2026-03-24 22:56:16.280608+00:00,
89,4,BONUS,Bonus,EARNING,False,,,,100,354.0,,True,2026-03-24 22:56:16.280610+00:00,2026-03-24 22:56:16.280612+00:00,
90,4,INCENTIVE,Incentive,EARNING,False,,,,100,354.0,,True,2026-03-24 22:56:16.280614+00:00,2026-03-24 22:56:16.280616+00:00,
91,4,TDS,TDS/Tax,DEDUCTION,True,,,,100,,,True,2026-03-24 22:56:16.280617+00:00,2026-03-24 22:56:16.280619+00:00,
92,4,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.280621+00:00,2026-03-24 22:56:16.280622+00:00,
93,4,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.280624+00:00,2026-03-24 22:56:16.280626+00:00,
94,4,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.280628+00:00,2026-03-24 22:56:16.280629+00:00,
95,4,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.280631+00:00,2026-03-24 22:56:16.280633+00:00,
96,4,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.280635+00:00,2026-03-24 22:56:16.280637+00:00,
109,16,BASIC,Basic,EARNING,False,,,,100,414.0,,True,2026-03-24 22:56:16.812842+00:00,2026-03-24 22:56:16.812847+00:00,
110,16,GRADE,Grade,EARNING,False,,,,100,414.0,,True,2026-03-24 22:56:16.812849+00:00,2026-03-24 22:56:16.812851+00:00,
111,16,ALLOWANCE,Allowance,EARNING,False,,,,100,414.0,,True,2026-03-24 22:56:16.812853+00:00,2026-03-24 22:56:16.812855+00:00,
112,16,OVERTIME,Overtime,EARNING,False,,,,100,414.0,,True,2026-03-24 22:56:16.812857+00:00,2026-03-24 22:56:16.812859+00:00,
113,16,BONUS,Bonus,EARNING,False,,,,100,414.0,,True,2026-03-24 22:56:16.812861+00:00,2026-03-24 22:56:16.812862+00:00,
114,16,INCENTIVE,Incentive,EARNING,False,,,,100,414.0,,True,2026-03-24 22:56:16.812864+00:00,2026-03-24 22:56:16.812866+00:00,
115,16,TDS,TDS/Tax,DEDUCTION,True,,,,100,,,True,2026-03-24 22:56:16.812868+00:00,2026-03-24 22:56:16.812869+00:00,
116,16,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.812871+00:00,2026-03-24 22:56:16.812873+00:00,
117,16,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.812875+00:00,2026-03-24 22:56:16.812877+00:00,
118,16,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.812878+00:00,2026-03-24 22:56:16.812880+00:00,
119,16,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.812882+00:00,2026-03-24 22:56:16.812884+00:00,
120,16,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.812885+00:00,2026-03-24 22:56:16.812887+00:00,
133,18,BASIC,Basic,EARNING,False,,,,100,479.0,,True,2026-03-24 22:56:17.062118+00:00,2026-03-24 22:56:17.062122+00:00,
134,18,GRADE,Grade,EARNING,False,,,,100,479.0,,True,2026-03-24 22:56:17.062124+00:00,2026-03-24 22:56:17.062126+00:00,
135,18,ALLOWANCE,Allowance,EARNING,False,,,,100,479.0,,True,2026-03-24 22:56:17.062128+00:00,2026-03-24 22:56:17.062130+00:00,
136,18,OVERTIME,Overtime,EARNING,False,,,,100,479.0,,True,2026-03-24 22:56:17.062132+00:00,2026-03-24 22:56:17.062136+00:00,
137,18,BONUS,Bonus,EARNING,False,,,,100,479.0,,True,2026-03-24 22:56:17.062138+00:00,2026-03-24 22:56:17.062140+00:00,
138,18,INCENTIVE,Incentive,EARNING,False,,,,100,479.0,,True,2026-03-24 22:56:17.062142+00:00,2026-03-24 22:56:17.062143+00:00,
139,18,TDS,TDS/Tax,DEDUCTION,True,,,,100,,471.0,True,2026-03-24 22:56:17.062145+00:00,2026-03-24 22:56:17.062147+00:00,
140,18,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.062149+00:00,2026-03-24 22:56:17.062151+00:00,
141,18,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.062153+00:00,2026-03-24 22:56:17.062154+00:00,
142,18,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.062157+00:00,2026-03-24 22:56:17.062158+00:00,
143,18,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.062160+00:00,2026-03-24 22:56:17.062162+00:00,
144,18,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.062164+00:00,2026-03-24 22:56:17.062166+00:00,
169,21,BASIC,Basic,EARNING,False,,,,100,147.0,,True,2026-03-24 22:56:17.425481+00:00,2026-03-24 22:56:17.425485+00:00,
170,21,GRADE,Grade,EARNING,False,,,,100,147.0,,True,2026-03-24 22:56:17.425487+00:00,2026-03-24 22:56:17.425489+00:00,
171,21,ALLOWANCE,Allowance,EARNING,False,,,,100,147.0,,True,2026-03-24 22:56:17.425491+00:00,2026-03-24 22:56:17.425493+00:00,
172,21,OVERTIME,Overtime,EARNING,False,,,,100,147.0,,True,2026-03-24 22:56:17.425495+00:00,2026-03-24 22:56:17.425498+00:00,
173,21,BONUS,Bonus,EARNING,False,,,,100,147.0,,True,2026-03-24 22:56:17.425500+00:00,2026-03-24 22:56:17.425501+00:00,
174,21,INCENTIVE,Incentive,EARNING,False,,,,100,147.0,,True,2026-03-24 22:56:17.425503+00:00,2026-03-24 22:56:17.425505+00:00,
175,21,TDS,TDS/Tax,DEDUCTION,True,,,,100,,,True,2026-03-24 22:56:17.425506+00:00,2026-03-24 22:56:17.425508+00:00,
176,21,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.425509+00:00,2026-03-24 22:56:17.425511+00:00,
177,21,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.425513+00:00,2026-03-24 22:56:17.425514+00:00,
178,21,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.425516+00:00,2026-03-24 22:56:17.425518+00:00,
179,21,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.425519+00:00,2026-03-24 22:56:17.425521+00:00,
180,21,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.425522+00:00,2026-03-24 22:56:17.425524+00:00,
193,23,BASIC,Basic,EARNING,False,,,,100,207.0,,True,2026-03-24 22:56:17.668256+00:00,2026-03-24 22:56:17.668261+00:00,
194,23,GRADE,Grade,EARNING,False,,,,100,207.0,,True,2026-03-24 22:56:17.668263+00:00,2026-03-24 22:56:17.668265+00:00,
195,23,ALLOWANCE,Allowance,EARNING,False,,,,100,207.0,,True,2026-03-24 22:56:17.668267+00:00,2026-03-24 22:56:17.668270+00:00,
196,23,OVERTIME,Overtime,EARNING,False,,,,100,207.0,,True,2026-03-24 22:56:17.668272+00:00,2026-03-24 22:56:17.668274+00:00,
197,23,BONUS,Bonus,EARNING,False,,,,100,207.0,,True,2026-03-24 22:56:17.668276+00:00,2026-03-24 22:56:17.668278+00:00,
198,23,INCENTIVE,Incentive,EARNING,False,,,,100,207.0,,True,2026-03-24 22:56:17.668280+00:00,2026-03-24 22:56:17.668282+00:00,
199,23,TDS,TDS/Tax,DEDUCTION,True,,,,100,,,True,2026-03-24 22:56:17.668283+00:00,2026-03-24 22:56:17.668285+00:00,
200,23,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.668287+00:00,2026-03-24 22:56:17.668289+00:00,
201,23,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.668291+00:00,2026-03-24 22:56:17.668293+00:00,
202,23,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.668295+00:00,2026-03-24 22:56:17.668297+00:00,
203,23,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.668299+00:00,2026-03-24 22:56:17.668301+00:00,
204,23,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:17.668303+00:00,2026-03-24 22:56:17.668305+00:00,
229,28,BASIC,Basic,EARNING,False,,,,100,858.0,,True,2026-03-24 22:56:18.286416+00:00,2026-03-24 22:56:18.286421+00:00,
230,28,GRADE,Grade,EARNING,False,,,,100,858.0,,True,2026-03-24 22:56:18.286423+00:00,2026-03-24 22:56:18.286425+00:00,
231,28,ALLOWANCE,Allowance,EARNING,False,,,,100,858.0,,True,2026-03-24 22:56:18.286428+00:00,2026-03-24 22:56:18.286430+00:00,
232,28,OVERTIME,Overtime,EARNING,False,,,,100,858.0,,True,2026-03-24 22:56:18.286432+00:00,2026-03-24 22:56:18.286436+00:00,
233,28,BONUS,Bonus,EARNING,False,,,,100,858.0,,True,2026-03-24 22:56:18.286438+00:00,2026-03-24 22:56:18.286439+00:00,
234,28,INCENTIVE,Incentive,EARNING,False,,,,100,858.0,,True,2026-03-24 22:56:18.286441+00:00,2026-03-24 22:56:18.286443+00:00,
235,28,TDS,TDS/Tax,DEDUCTION,True,,,,100,,,True,2026-03-24 22:56:18.286445+00:00,2026-03-24 22:56:18.286447+00:00,
236,28,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:18.286449+00:00,2026-03-24 22:56:18.286451+00:00,
237,28,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:18.286453+00:00,2026-03-24 22:56:18.286455+00:00,
238,28,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:18.286457+00:00,2026-03-24 22:56:18.286458+00:00,
239,28,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:18.286460+00:00,2026-03-24 22:56:18.286462+00:00,
240,28,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:18.286464+00:00,2026-03-24 22:56:18.286466+00:00,
253,32,BASIC,Basic,EARNING,False,,,,100,922.0,,True,2026-03-24 22:56:18.723558+00:00,2026-03-24 22:56:18.723567+00:00,
254,32,GRADE,Grade,EARNING,False,,,,100,922.0,,True,2026-03-24 22:56:18.723570+00:00,2026-03-24 22:56:18.723572+00:00,
255,32,ALLOWANCE,Allowance,EARNING,False,,,,100,922.0,,True,2026-03-24 22:56:18.723574+00:00,2026-03-24 22:56:18.723576+00:00,
256,32,OVERTIME,Overtime,EARNING,False,,,,100,922.0,,True,2026-03-24 22:56:18.723578+00:00,2026-03-24 22:56:18.723580+00:00,
97,5,BASIC,Basic,EARNING,False,,,,100,384.0,,True,2026-03-24 22:56:16.436682+00:00,2026-03-24 22:56:16.436686+00:00,
98,5,GRADE,Grade,EARNING,False,,,,100,384.0,,True,2026-03-24 22:56:16.436688+00:00,2026-03-24 22:56:16.436690+00:00,
99,5,ALLOWANCE,Allowance,EARNING,False,,,,100,384.0,,True,2026-03-24 22:56:16.436692+00:00,2026-03-24 22:56:16.436694+00:00,
100,5,OVERTIME,Overtime,EARNING,False,,,,100,384.0,,True,2026-03-24 22:56:16.436696+00:00,2026-03-24 22:56:16.436697+00:00,
101,5,BONUS,Bonus,EARNING,False,,,,100,384.0,,True,2026-03-24 22:56:16.436699+00:00,2026-03-24 22:56:16.436701+00:00,
102,5,INCENTIVE,Incentive,EARNING,False,,,,100,384.0,,True,2026-03-24 22:56:16.436702+00:00,2026-03-24 22:56:16.436704+00:00,
103,5,TDS,TDS/Tax,DEDUCTION,True,,,,100,,,True,2026-03-24 22:56:16.436706+00:00,2026-03-24 22:56:16.436707+00:00,
104,5,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.436709+00:00,2026-03-24 22:56:16.436711+00:00,
105,5,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.436712+00:00,2026-03-24 22:56:16.436714+00:00,
106,5,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.436716+00:00,2026-03-24 22:56:16.436717+00:00,
107,5,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.436719+00:00,2026-03-24 22:56:16.436721+00:00,
108,5,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.436722+00:00,2026-03-24 22:56:16.436724+00:00,
121,17,BASIC,Basic,EARNING,False,,,,100,444.0,,True,2026-03-24 22:56:16.937834+00:00,2026-03-24 22:56:16.937839+00:00,
122,17,GRADE,Grade,EARNING,False,,,,100,444.0,,True,2026-03-24 22:56:16.937841+00:00,2026-03-24 22:56:16.937843+00:00,
123,17,ALLOWANCE,Allowance,EARNING,False,,,,100,444.0,,True,2026-03-24 22:56:16.937845+00:00,2026-03-24 22:56:16.937847+00:00,
124,17,OVERTIME,Overtime,EARNING,False,,,,100,444.0,,True,2026-03-24 22:56:16.937849+00:00,2026-03-24 22:56:16.937851+00:00,
125,17,BONUS,Bonus,EARNING,False,,,,100,444.0,,True,2026-03-24 22:56:16.937853+00:00,2026-03-24 22:56:16.937855+00:00,
126,17,INCENTIVE,Incentive,EARNING,False,,,,100,444.0,,True,2026-03-24 22:56:16.937857+00:00,2026-03-24 22:56:16.937859+00:00,
127,17,TDS,TDS/Tax,DEDUCTION,True,,,,100,,,True,2026-03-24 22:56:16.937861+00:00,2026-03-24 22:56:16.937862+00:00,
128,17,SSF,SSF,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.937864+00:00,2026-03-24 22:56:16.937866+00:00,
129,17,LOAN,Loan,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.937868+00:00,2026-03-24 22:56:16.937870+00:00,
130,17,ADVANCE,Advance,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.937872+00:00,2026-03-24 22:56:16.937874+00:00,
131,17,LATE_PENALTY,Late Penalty,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.937876+00:00,2026-03-24 22:56:16.937877+00:00,
132,17,ABSENT_DED,Absent Deduction,DEDUCTION,False,,,,100,,,True,2026-03-24 22:56:16.937879+00:00,2026-03-24 22:56:16.937881+00:00,
