id,company_id,group_id,name,code,opening_balance,opening_balance_type,is_active,created_at,updated_at
166,22,400,Input Tax,INPUT_TAX,0.0,DEBIT,True,2025-11-27 11:08:09.008704+00:00,2025-11-27 11:08:09.008706+00:00
167,22,413,Output Tax,OUTPUT_TAX,0.0,CREDIT,True,2025-11-27 11:08:09.008708+00:00,2025-11-27 11:08:09.008710+00:00
168,22,413,Tax Payable,TAX_PAYABLE,0.0,CREDIT,True,2025-11-27 11:08:09.008716+00:00,2025-11-27 11:08:09.008718+00:00
169,22,400,Tax Receivable,TAX_RECEIVABLE,0.0,DEBIT,True,2025-11-27 11:08:09.008720+00:00,2025-11-27 11:08:09.008725+00:00
170,22,429,Service Charge,SERVICE_CHARGE,0.0,CREDIT,True,2025-11-27 11:08:09.008727+00:00,2025-11-27 11:08:09.008728+00:00
171,22,428,Sales (Goods/Service),SALES,0.0,CREDIT,True,2025-11-27 11:08:09.008730+00:00,2025-11-27 11:08:09.008732+00:00
172,22,435,Purchase (Goods/Service),PURCHASES,0.0,DEBIT,True,2025-11-27 11:08:09.008734+00:00,2025-11-27 11:08:09.008736+00:00
173,22,428,Sales Return,SALES_RETURN,0.0,CREDIT,True,2025-11-27 11:08:09.008738+00:00,2025-11-27 11:08:09.008740+00:00
174,22,435,Purchase Return,PURCHASE_RETURN,0.0,DEBIT,True,2025-11-27 11:08:09.008747+00:00,2025-11-27 11:08:09.008749+00:00
175,22,449,Discount Allowed,DISCOUNT_ALLOWED,0.0,DEBIT,True,2025-11-27 11:08:09.008751+00:00,2025-11-27 11:08:09.008753+00:00
176,22,431,Discount Received,DISCOUNT_RECEIVED,0.0,CREDIT,True,2025-11-27 11:08:09.008755+00:00,2025-11-27 11:08:09.008757+00:00
177,22,440,Salary Expense,,0.0,DEBIT,True,2025-11-27 11:08:09.008762+00:00,2025-11-27 11:08:09.008764+00:00
178,22,441,Office Rent,,0.0,DEBIT,True,2025-11-27 11:08:09.008766+00:00,2025-11-27 11:08:09.008768+00:00
179,22,442,Electricity Expense,,0.0,DEBIT,True,2025-11-27 11:08:09.008770+00:00,2025-11-27 11:08:09.008772+00:00
180,22,447,Internet Expense,,0.0,DEBIT,True,2025-11-27 11:08:09.008774+00:00,2025-11-27 11:08:09.008776+00:00
181,22,445,Travel Expense,,0.0,DEBIT,True,2025-11-27 11:08:09.008778+00:00,2025-11-27 11:08:09.008780+00:00
182,22,439,Printing & Stationery,,0.0,DEBIT,True,2025-11-27 11:08:09.008783+00:00,2025-11-27 11:08:09.008785+00:00
183,22,443,Repair & Maintenance,,0.0,DEBIT,True,2025-11-27 11:08:09.008787+00:00,2025-11-27 11:08:09.008789+00:00
184,22,448,Miscellaneous Expense,,0.0,DEBIT,True,2025-11-27 11:08:09.008791+00:00,2025-11-27 11:08:09.008793+00:00
185,22,432,Commission Income,,0.0,CREDIT,True,2025-11-27 11:08:09.008795+00:00,2025-11-27 11:08:09.008797+00:00
186,22,429,Interest Income,,0.0,CREDIT,True,2025-11-27 11:08:09.008799+00:00,2025-11-27 11:08:09.008801+00:00
187,22,430,Service Income,,0.0,CREDIT,True,2025-11-27 11:08:09.008803+00:00,2025-11-27 11:08:09.008805+00:00
188,22,424,Capital Account,CAPITAL,0.0,CREDIT,True,2025-11-27 11:08:09.008807+00:00,2025-11-27 11:08:09.008809+00:00
189,22,425,Drawings,DRAWINGS,0.0,CREDIT,True,2025-11-27 11:08:09.008811+00:00,2025-11-27 11:08:09.008813+00:00
190,22,426,Retained Earnings,RETAINED_EARNINGS,0.0,CREDIT,True,2025-11-27 11:08:09.008815+00:00,2025-11-27 11:08:09.008817+00:00
191,23,453,Cash,CASH,0.0,DEBIT,True,2025-11-27 11:12:50.419000+00:00,2025-11-27 11:12:50.419004+00:00
192,23,453,Petty Cash,PETTY_CASH,0.0,DEBIT,True,2025-11-27 11:12:50.419005+00:00,2025-11-27 11:12:50.419007+00:00
193,23,454,Bank A/C (Placeholder),DEFAULT_BANK,0.0,DEBIT,True,2025-11-27 11:12:50.419008+00:00,2025-11-27 11:12:50.419009+00:00
194,23,455,Customers,CUSTOMERS,0.0,DEBIT,True,2025-11-27 11:12:50.419010+00:00,2025-11-27 11:12:50.419011+00:00
195,23,472,Suppliers,SUPPLIERS,0.0,CREDIT,True,2025-11-27 11:12:50.419012+00:00,2025-11-27 11:12:50.419013+00:00
196,23,460,Input Tax,INPUT_TAX,0.0,DEBIT,True,2025-11-27 11:12:50.419014+00:00,2025-11-27 11:12:50.419015+00:00
197,23,473,Output Tax,OUTPUT_TAX,0.0,CREDIT,True,2025-11-27 11:12:50.419017+00:00,2025-11-27 11:12:50.419018+00:00
198,23,473,Tax Payable,TAX_PAYABLE,0.0,CREDIT,True,2025-11-27 11:12:50.419019+00:00,2025-11-27 11:12:50.419020+00:00
199,23,460,Tax Receivable,TAX_RECEIVABLE,0.0,DEBIT,True,2025-11-27 11:12:50.419022+00:00,2025-11-27 11:12:50.419023+00:00
200,23,489,Service Charge,SERVICE_CHARGE,0.0,CREDIT,True,2025-11-27 11:12:50.419024+00:00,2025-11-27 11:12:50.419025+00:00
201,23,488,Sales (Goods/Service),SALES,0.0,CREDIT,True,2025-11-27 11:12:50.419026+00:00,2025-11-27 11:12:50.419027+00:00
202,23,495,Purchase (Goods/Service),PURCHASES,0.0,DEBIT,True,2025-11-27 11:12:50.419028+00:00,2025-11-27 11:12:50.419029+00:00
203,23,488,Sales Return,SALES_RETURN,0.0,CREDIT,True,2025-11-27 11:12:50.419030+00:00,2025-11-27 11:12:50.419031+00:00
204,23,495,Purchase Return,PURCHASE_RETURN,0.0,DEBIT,True,2025-11-27 11:12:50.419032+00:00,2025-11-27 11:12:50.419033+00:00
205,23,509,Discount Allowed,DISCOUNT_ALLOWED,0.0,DEBIT,True,2025-11-27 11:12:50.419034+00:00,2025-11-27 11:12:50.419035+00:00
206,23,491,Discount Received,DISCOUNT_RECEIVED,0.0,CREDIT,True,2025-11-27 11:12:50.419037+00:00,2025-11-27 11:12:50.419038+00:00
207,23,500,Salary Expense,,0.0,DEBIT,True,2025-11-27 11:12:50.419039+00:00,2025-11-27 11:12:50.419040+00:00
208,23,501,Office Rent,,0.0,DEBIT,True,2025-11-27 11:12:50.419041+00:00,2025-11-27 11:12:50.419042+00:00
209,23,502,Electricity Expense,,0.0,DEBIT,True,2025-11-27 11:12:50.419043+00:00,2025-11-27 11:12:50.419044+00:00
210,23,507,Internet Expense,,0.0,DEBIT,True,2025-11-27 11:12:50.419045+00:00,2025-11-27 11:12:50.419046+00:00
211,23,505,Travel Expense,,0.0,DEBIT,True,2025-11-27 11:12:50.419047+00:00,2025-11-27 11:12:50.419048+00:00
212,23,499,Printing & Stationery,,0.0,DEBIT,True,2025-11-27 11:12:50.419049+00:00,2025-11-27 11:12:50.419050+00:00
213,23,503,Repair & Maintenance,,0.0,DEBIT,True,2025-11-27 11:12:50.419051+00:00,2025-11-27 11:12:50.419053+00:00
214,23,508,Miscellaneous Expense,,0.0,DEBIT,True,2025-11-27 11:12:50.419054+00:00,2025-11-27 11:12:50.419055+00:00
215,23,492,Commission Income,,0.0,CREDIT,True,2025-11-27 11:12:50.419056+00:00,2025-11-27 11:12:50.419057+00:00
216,23,489,Interest Income,,0.0,CREDIT,True,2025-11-27 11:12:50.419058+00:00,2025-11-27 11:12:50.419059+00:00
217,23,490,Service Income,,0.0,CREDIT,True,2025-11-27 11:12:50.419060+00:00,2025-11-27 11:12:50.419061+00:00
218,23,484,Capital Account,CAPITAL,0.0,CREDIT,True,2025-11-27 11:12:50.419062+00:00,2025-11-27 11:12:50.419063+00:00
219,23,485,Drawings,DRAWINGS,0.0,CREDIT,True,2025-11-27 11:12:50.419064+00:00,2025-11-27 11:12:50.419065+00:00
220,23,486,Retained Earnings,RETAINED_EARNINGS,0.0,CREDIT,True,2025-11-27 11:12:50.419067+00:00,2025-11-27 11:12:50.419068+00:00
221,6,214,eSewa Wallet,,0.0,DEBIT,True,2025-11-28 21:56:46.252105+00:00,2025-11-28 21:56:46.252112+00:00
222,6,214,Khalti Wallet,,0.0,DEBIT,True,2025-11-28 21:57:19.648994+00:00,2025-11-28 21:57:19.648998+00:00
223,24,513,Cash,CASH,0.0,DEBIT,True,2025-11-29 03:11:22.371404+00:00,2025-11-29 03:11:22.371409+00:00
224,24,513,Petty Cash,PETTY_CASH,0.0,DEBIT,True,2025-11-29 03:11:22.371412+00:00,2025-11-29 03:11:22.371414+00:00
225,24,514,Bank A/C (Placeholder),DEFAULT_BANK,0.0,DEBIT,True,2025-11-29 03:11:22.371416+00:00,2025-11-29 03:11:22.371417+00:00
226,24,515,Customers,CUSTOMERS,0.0,DEBIT,True,2025-11-29 03:11:22.371419+00:00,2025-11-29 03:11:22.371421+00:00
227,24,532,Suppliers,SUPPLIERS,0.0,CREDIT,True,2025-11-29 03:11:22.371423+00:00,2025-11-29 03:11:22.371425+00:00
228,24,520,Input Tax,INPUT_TAX,0.0,DEBIT,True,2025-11-29 03:11:22.371427+00:00,2025-11-29 03:11:22.371429+00:00
229,24,533,Output Tax,OUTPUT_TAX,0.0,CREDIT,True,2025-11-29 03:11:22.371431+00:00,2025-11-29 03:11:22.371433+00:00
230,24,533,Tax Payable,TAX_PAYABLE,0.0,CREDIT,True,2025-11-29 03:11:22.371436+00:00,2025-11-29 03:11:22.371438+00:00
231,24,520,Tax Receivable,TAX_RECEIVABLE,0.0,DEBIT,True,2025-11-29 03:11:22.371440+00:00,2025-11-29 03:11:22.371442+00:00
232,24,549,Service Charge,SERVICE_CHARGE,0.0,CREDIT,True,2025-11-29 03:11:22.371444+00:00,2025-11-29 03:11:22.371446+00:00
233,24,548,Sales (Goods/Service),SALES,0.0,CREDIT,True,2025-11-29 03:11:22.371448+00:00,2025-11-29 03:11:22.371450+00:00
234,24,555,Purchase (Goods/Service),PURCHASES,0.0,DEBIT,True,2025-11-29 03:11:22.371451+00:00,2025-11-29 03:11:22.371453+00:00
235,24,548,Sales Return,SALES_RETURN,0.0,CREDIT,True,2025-11-29 03:11:22.371454+00:00,2025-11-29 03:11:22.371456+00:00
236,24,555,Purchase Return,PURCHASE_RETURN,0.0,DEBIT,True,2025-11-29 03:11:22.371458+00:00,2025-11-29 03:11:22.371460+00:00
237,24,569,Discount Allowed,DISCOUNT_ALLOWED,0.0,DEBIT,True,2025-11-29 03:11:22.371462+00:00,2025-11-29 03:11:22.371464+00:00
238,24,551,Discount Received,DISCOUNT_RECEIVED,0.0,CREDIT,True,2025-11-29 03:11:22.371466+00:00,2025-11-29 03:11:22.371468+00:00
239,24,560,Salary Expense,,0.0,DEBIT,True,2025-11-29 03:11:22.371470+00:00,2025-11-29 03:11:22.371471+00:00
240,24,561,Office Rent,,0.0,DEBIT,True,2025-11-29 03:11:22.371473+00:00,2025-11-29 03:11:22.371475+00:00
241,24,562,Electricity Expense,,0.0,DEBIT,True,2025-11-29 03:11:22.371478+00:00,2025-11-29 03:11:22.371479+00:00
242,24,567,Internet Expense,,0.0,DEBIT,True,2025-11-29 03:11:22.371481+00:00,2025-11-29 03:11:22.371483+00:00
243,24,565,Travel Expense,,0.0,DEBIT,True,2025-11-29 03:11:22.371485+00:00,2025-11-29 03:11:22.371487+00:00
244,24,559,Printing & Stationery,,0.0,DEBIT,True,2025-11-29 03:11:22.371489+00:00,2025-11-29 03:11:22.371491+00:00
245,24,563,Repair & Maintenance,,0.0,DEBIT,True,2025-11-29 03:11:22.371492+00:00,2025-11-29 03:11:22.371494+00:00
246,24,568,Miscellaneous Expense,,0.0,DEBIT,True,2025-11-29 03:11:22.371496+00:00,2025-11-29 03:11:22.371497+00:00
247,24,552,Commission Income,,0.0,CREDIT,True,2025-11-29 03:11:22.371499+00:00,2025-11-29 03:11:22.371501+00:00
248,24,549,Interest Income,,0.0,CREDIT,True,2025-11-29 03:11:22.371503+00:00,2025-11-29 03:11:22.371504+00:00
249,24,550,Service Income,,0.0,CREDIT,True,2025-11-29 03:11:22.371506+00:00,2025-11-29 03:11:22.371508+00:00
250,24,544,Capital Account,CAPITAL,0.0,CREDIT,True,2025-11-29 03:11:22.371510+00:00,2025-11-29 03:11:22.371512+00:00
251,24,545,Drawings,DRAWINGS,0.0,CREDIT,True,2025-11-29 03:11:22.371513+00:00,2025-11-29 03:11:22.371514+00:00
252,24,546,Retained Earnings,RETAINED_EARNINGS,0.0,CREDIT,True,2025-11-29 03:11:22.371515+00:00,2025-11-29 03:11:22.371516+00:00
255,6,218,Opening Stock,OPENING_STOCK,0.0,DEBIT,True,2025-12-07 03:39:59.389801+00:00,2025-12-07 03:39:59.389805+00:00
256,6,218,Closing Stock,CLOSING_STOCK,0.0,DEBIT,True,2025-12-07 03:39:59.389807+00:00,2025-12-07 03:39:59.389808+00:00
257,6,220,Input VAT,INPUT_VAT,0.0,DEBIT,True,2025-12-07 03:39:59.389810+00:00,2025-12-07 03:39:59.389811+00:00
